시군명,지식산업센터명칭,위도,경도,소재지지번주소,소재지도로명주소,용도지역,부지면적(㎡),건축면적(㎡),층수(지하/지상),공장시설면적(㎡),기타산업시설면적(㎡),지원시설면적(㎡),공동시설면적(㎡),유치가능업체수,입주업체수,입주율,공장동수,분양형태,공사진행상황,허가일자,착공일자,준공일자,사용승인일,사업자등록번호,데이터기준일자,전화번호,비고
시흥시,화신하이테크,37.3556164,126.7625915,경기도 시흥시 죽율동 38-2번지 외 1필지,경기도 시흥시 봉화로 314 외 1필지,제1종일반주거지역,1844,2909.74,,2519.74,,390,,6,,0,,임대,,,,,,,2022-10-05,,
군포시,PK벤처타워,37.3563894,126.9571845,경기도 군포시 당정동  150-20,경기도 군포시 산본로54번안길 13,일반공업,1531,7093,B1/6,4232,,2861,,13,13,1,1,임대,사용승인,2006-05-04,2007-05-20,2008-02-01,2008-06-10,,2024-03-04,031-427-0091,
군포시,SK벤티움,37.3490706,126.9525415,경기도 군포시 당정동 522,경기도 군포시 고산로 166,일반공업,28592,122317,B1/5,94098,,28219,,368,334,0.91,4,분양,사용승인,2002-10-12,2002-12-15,2004-09-01,2004-09-06,,2024-03-04,031-436-0111,
군포시,군포IT밸리,37.3496081,126.9535944,경기도 군포시 당정동 1045,경기도 군포시 고산로148번길 17,일반공업,17658,137033,B3/34,63287,,73746,,624,619,0.99,2,분양,사용승인,2010-10-07,2010-12-10,2013-06-01,2013-06-28,5148288821,2024-03-04,031-8068-1111,
군포시,군포LS지식산업센터,37.3580883,126.9522959,경기도 군포시 당정동 181,경기도 군포시 공단로140번길 27,일반공업,12594,30772,B2/6,10453,,20318,,13,9,0.69,1,분양+임대,사용승인,2020-05-22,2020-09-07,2022-01-01,2022-01-28,,2024-03-04,02-2189-9198,
군포시,군포에이스더블유밸리,37.3266622,126.9409789,경기도 군포시 부곡동 1246,경기도 군포시 군포첨단산업2로7번길 8,준공업,6152,38240,B3/13,15363,,22878,,502,409,0.81,1,분양,사용승인,2019-04-12,2019-04-18,2021-07-01,2021-07-28,1238283009,2024-03-04,031-462-9117,
군포시,군포제일공단,37.3534612,126.9531943,경기도 군포시 당정동 323-1,경기도 군포시 당정로75번길 23,일반공업,4177,16820,B1/6,12012,,4809,,65,60,0.92,1,분양,사용승인,1995-12-30,1996-02-06,1997-04-01,1997-04-14,1238017596,2024-03-04,031-454-6617,
군포시,금봉테크노벨리1차,37.3582213,126.9584706,경기도 군포시 당정동 59-3,경기도 군포시 산본로48번길 32,일반공업,1536,6019,B1/9,4104,,2062,,18,13,0.72,1,분양,사용승인,1999-08-10,2000-03-17,2001-06-01,2001-06-25,,2024-03-04,031-453-4248,
군포시,금봉테크노벨리2차,37.35698,126.9603992,경기도 군포시 당정동 93-5,경기도 군포시 고래들길 56,일반공업,2173,8990,B1/8,5746,,3243,,23,22,0.96,1,분양,사용승인,2001-01-18,2002-01-24,2003-05-01,2003-05-02,,2024-03-04,031-452-9886,
군포시,대영타워,37.3742143,126.9441357,경기도 군포시 산본동 1026-51,경기도 군포시 공단로 356-51,준공업,372,961,B0/5,661,,300,,7,4,0.57,1,분양+임대,사용승인,2010-04-02,2010-06-28,2011-03-01,2011-03-03,,2024-03-04,031-458-4686,
군포시,동영벤처스텔,37.3537752,126.9494085,경기도 군포시 당동 135-4,경기도 군포시 공단로 97,일반공업,724,2981,B1/7,1907,,1074,,17,6,0.35,1,분양,사용승인,1998-11-27,1999-08-30,2000-04-01,2000-04-11,,2024-03-04,031-427-1806,
군포시,삼성IT타워,37.3771209,126.9426761,경기도 군포시 산본동 18-11,경기도 군포시 엘에스로 196,일반공업,2275,10094,B0/10,5456,,4638,,24,24,1,1,임대,사용승인,2002-05-02,2002-05-14,2011-10-01,2011-09-01,,2024-03-04,031-477-6688,
군포시,삼풍데파트,37.3539673,126.9532186,경기도 군포시 당정동 324-18,경기도 군포시 당정로 57,일반공업,1001,4305,B2/5,3721,,584,,13,13,1,1,분양,사용승인,1991-12-12,1991-12-27,1992-07-01,1992-07-27,1238023098,2024-03-04,031-429-9477,
군포시,삼풍프라자,37.3516823,126.9542876,경기도 군포시 당정동 474,경기도 군포시 봉성로 82-7,일반공업,1984,9436,B2/7,6461,,2975,,34,24,0.71,1,분양,사용승인,1993-09-24,1993-11-17,1994-11-01,1994-11-23,1238002545,2024-03-04,031-452-9086,
군포시,성우빌딩,37.3754549,126.9426444,경기도 군포시 산본동 1026-22,경기도 군포시 공단로 356-16,준공업,1268,4977,B1/7,2137,,2840,,20,20,1,1,임대,사용승인,2021-06-08,2021-09-30,2023-02-01,2023-01-10,,2024-03-04,031-362-3100,
군포시,센트럴비즈파크,37.3572666,126.9538308,경기도 군포시 당정동 181-38,경기도 군포시 공단로140번길 38,일반공업,3605,27342,B1/14,22413,,4929,,305,200,0.66,1,분양,사용승인,2020-01-31,2020-09-03,2022-07-01,2022-07-21,,2024-03-04,031-429-8366,
군포시,스카이비즈,37.3600104,126.9502597,경기도 군포시 당정동  1054,경기도 군포시 농심로 2,일반공업,4371,36496,B2/14,16614,,19882,,204,173,0.85,1,분양+임대,사용승인,2018-04-23,2018-05-30,2020-04-01,2020-04-09,,2024-03-04,031-8033-0091,
군포시,신광프라자,37.3565181,126.9538237,경기도 군포시 당정동 181-40,경기도 군포시 공단로140번길 32-19,일반공업,3138,5756,B0/4,3825,,1931,,13,9,0.69,1,분양+임대,사용승인,2015-08-04,2015-08-21,2016-02-01,2016-02-26,,2024-03-04,031-451-2911,
군포시,신라테크노빌,37.355343,126.9509226,경기도 군포시 당정동 1128,경기도 군포시 당정로 90,일반공업,6760,29940,B1/9,25157,,4784,,77,48,0.62,1,분양,사용승인,1995-04-10,1995-06-13,1998-09-01,1998-09-29,,2024-03-04,031-453-5942,
군포시,신일IT유토,37.3656739,126.956465,경기도 군포시 당정동 2-3,경기도 군포시 엘에스로 13,일반공업,8795,47979,B3/15,24131,,23848,,185,171,0.92,1,분양,사용승인,2008-09-18,2010-03-12,2011-10-01,2011-09-15,1238270805,2024-03-04,031-689-3410,
군포시,아이벨리군포,37.3589715,126.9492123,경기도 군포시 당동 14-1,경기도 군포시 공단로 149,일반공업,6546,36867,B2/8,21555,,15312,,92,61,0.66,1,분양,사용승인,2000-08-22,2000-09-28,2003-08-01,2003-08-28,,2024-03-04,031-427-0844,
군포시,에스에이타워,37.3750943,126.94346,경기도 군포시 산본동 1026-31,경기도 군포시 엘에스로 175,준공업,3220,14414,B2/7,9588,,4826,,46,40,0.87,1,분양,사용승인,2008-03-04,2008-04-21,2009-10-01,2009-06-04,,2024-03-04,031-427-6781,
군포시,에이스하이테크시티군포,37.357148,126.9555074,경기도 군포시 당정동 181-43,경기도 군포시 공단로140번길 52,일반공업,5721,50549,B2/14,46228,,4322,,254,254,1,1,분양,사용승인,2017-05-25,2017-09-05,2019-09-01,2019-09-06,4118285049,2024-03-04,031-216-8621,
군포시,에이프로테크노피아,37.3706794,126.9459017,경기도 군포시 금정동 689-34,경기도 군포시 엘에스로115번길 60,일반공업,756,3178,B1/5,1944,,1234,,13,3,0.23,1,분양,사용승인,2002-08-14,2002-09-19,2003-05-01,2003-05-20,,2024-03-04,031-441-4001,
군포시,엠테크노센터,37.3569708,126.9546652,경기도 군포시 당정동 181-42,경기도 군포시 공단로140번길 46,일반공업,8717,68302,B2/13,33213,,35088,,273,205,0.75,1,분양+임대,사용승인,2015-11-10,2016-07-01,2018-02-01,2018-02-27,3098264358,2024-03-04,031-345-6040,
군포시,예성팩토링,37.3646043,126.9479458,경기도 군포시 금정동 188,경기도 군포시 공단로 223,준공업,997,4561,B1/7,3270,,1291,,16,16,1,1,분양,사용승인,2001-03-21,2001-04-18,2001-11-01,2001-11-26,1238004048,2024-03-04,031-459-6450,
군포시,우경타워,37.3767674,126.9426237,경기도 군포시 산본동 18-14,경기도 군포시 엘에스로182번길 3-15,일반공업,840,3092,B0/6,2030,,1062,,11,9,0.82,1,분양,사용승인,2002-09-10,2002-09-13,2003-07-01,2003-07-21,1233661987,2024-03-04,031-477-4104,
군포시,트리아츠A-1,37.3520702,126.9496058,경기도 군포시 당동 150-1 일원,경기도 군포시 공단로 356-17,일반공업,28751,18803,B3/28,109667,,2728,131875,1286,,0,,,건설중,2022-10-05,2022-10-11,,,,2024-03-04,,
군포시,트리아츠A-2,37.3520702,126.9496058,경기도 군포시 당동 150-1 일원,경기도 군포시 공단로 356-18,일반공업,6204,3452,B5/24,,,,,,,#DIV/0!,,,착공전,2022-10-18,,,,,2024-03-04,,
군포시,트리아츠B-1,37.3502563,126.949397,경기도 군포시 당동 154-4 외 4필지,경기도 군포시 공단로 356-19,일반공업,6415,3611,B3/18,51785,,1102,,200,,0,,,착공전,2023-12-26,,,,,2024-03-04,,
군포시,한림벤처타운,37.369659,126.9457078,경기도 군포시 금정동 689-6,경기도 군포시 공단로 284,일반공업,4542,22232,B1/7,20819,,1413,,95,76,0.8,1,분양,사용승인,2002-04-10,2002-04-18,2003-05-01,2003-03-17,1233745704,2024-03-04,031-454-9778,
군포시,한림휴먼타워,37.3757538,126.9440889,경기도 군포시 산본동 14-16,경기도 군포시 엘에스로 172,일반공업,8621,47084,B1/11,21906,,25177,,203,87,0.43,1,분양,사용승인,2002-11-15,2002-11-21,2004-06-01,2004-06-03,1238178493,2024-03-04,031-479-7500,
군포시,한솔테크노타운,37.363589,126.9589016,경기도 군포시 당정동 16-1,경기도 군포시 경수대로 455,일반공업,7384,35427,B3/10,19378,,16049,,170,166,0.98,1,분양,사용승인,1996-11-18,1996-12-04,1998-08-01,1998-09-24,1238272628,2024-03-04,031-456-3319,
의왕시,대영골든밸리,37.3492115,126.9726146,경기도 의왕시 고천동 290-2번지,경기도 의왕시 경수대로 257,공업,4722,,B0/11,12938.79,,18633.88,,110,108,0.98,1,분양,준공,2005-01-01,,,2023-03-07,,2024-03-07,,
의왕시,대현 테크노월드,37.3553498,126.9660688,경기도 의왕시 오전동 174번지,경기도 의왕시 오전공업길 19,공업,5506,,B0/12,25790.04,,10816.24,,123,93,0.76,1,분양,준공,2003-01-01,,,2023-03-07,,2024-03-07,,
의왕시,더리브비즈원,37.3285349,126.9533594,경기도 의왕시 삼동 745번지,경기도 의왕시 오봉산단3로 25,공업,10475,,B1/15,49524,,11545,,363,330,0.91,1,분양,준공,2021-01-01,,,2023-03-07,,2024-03-07,,
의왕시,동영벤처스텔,37.3555685,126.965384,경기도 의왕시 오전동 172번지,경기도 의왕시 오전공업길 22,공업,1066,,B0/7,2924.33,,1099.21,,15,15,1,1,분양,준공,2010-01-01,,,2023-03-07,,2024-03-07,,
의왕시,벽산선영테크노피아,37.3555982,126.9669258,경기도 의왕시 오전동 196-5번지,경기도 의왕시 오전공업길 13,공업,7746,,B0/14,31870.65,,3685.51,,90,100,1.11,1,분양,준공,2004-01-01,,,2023-03-07,,2024-03-07,,
의왕시,성우벤처빌,37.3530766,126.9656406,경기도 의왕시 고천동 332-33번지,경기도 의왕시 한밭들1길 11,공업,8202,,B0/5,19147.66,,6624.06,,40,40,1,1,분양,준공,2006-01-01,,,2023-03-07,,2024-03-07,,
의왕시,성진아파트형,37.3519588,126.9629413,경기도 의왕시 고천동 407-1번지,경기도 의왕시 고산로 74,공업,2146,,B0/11,7932.24,,1175,,48,44,0.92,1,분양,준공,1995-01-01,,,2023-03-07,,2024-03-07,,
의왕시,에이스청계타워,37.3975521,126.9874449,경기도 의왕시 포일동 657-2번지,경기도 의왕시 성고개로 53,준주거,8422,,B2/10,41718.24,,14369.48,,372,295,0.79,1,분양,준공,2018-01-01,,,2023-03-07,,2024-03-07,,
의왕시,에이스하이테크비젼21,37.3332441,126.9581717,경기도 의왕시 이동 732,경기도 의왕시 오봉산단1로 12,공업,7264,,B4/12,24836.3,,5300.35,,360,230,0.64,1,분양,준공,2021-01-01,,,2023-03-07,,2024-03-07,,
의왕시,에이엘티 지식산업센터,37.3563163,126.9627668,경기도 의왕시 오전동 150-24번지,경기도 의왕시 맑은내길 67,공업,8262,,B0/6,22870.04,,9275.27,,32,9,0.28,1,임대,준공,2013-01-01,,,2023-03-07,,2024-03-07,,
의왕시,원테크노,37.3919725,126.9862934,경기도 의왕시 포일동 511번지,경기도 의왕시 벌모루앞길 14,자연녹지,2700,,B0/5,2000,,1299,,6,3,0.5,1,임대,준공,2001-01-01,,,2023-03-07,,2024-03-07,,
의왕시,의왕월드비젼,37.3453799,126.9749209,경기도 의왕시 고천동 234-6번지,경기도 의왕시 경수대로 209,공업,2742,,B0/10,10978.18,,4681.04,,41,39,0.95,1,분양,준공,2004-01-01,,,2023-03-07,,2024-03-07,,
의왕시,인덕원IT밸리,37.4010147,126.9908731,경기도 의왕시 포일동 653번지,경기도 의왕시 이미로 40,준주거,29410,,B3/10,189444.94,,9671.99,,825,818,0.99,4,분양,준공,2014-01-01,,,2023-03-07,,2024-03-07,,
하남시,DY지식산업센터,37.5529866,127.1843926,경기도 하남시 풍산동 490번지,경기도 하남시 미사강변서로 30,준주거,3402,1346,B1/4,3386,,1346,,,,#DIV/0!,,임대,준공,2016-09-01,2016-11-15,,2017-10-31,,2023-07-24,,
하남시,두산 더프론트 미사,37.5481405,127.1920399,경기도 하남시 풍산동 599-2,경기도 하남시 미사강변중앙로 11,준주거,4612,2745,B4/10,26557,,11241,,,,#DIV/0!,,분양,준공,2019-05-10,2020-02-14,,2022-07-18,,2023-07-24,031-796-6682,
하남시,로얄팰리스 테크노1차,37.548237,127.189944,경기도 하남시 풍산동 601번지,경기도 하남시 하남대로 990,준주거,2870,1721,B5/10,16840,,7205,,,,#DIV/0!,,분양,준공,2017-06-28,2017-07-06,,2020-02-10,,2023-07-24,031-5175-2600,
하남시,미사강변 Sk V1 center,37.5758982,127.1935014,경기도 하남시 망월동 834-2번지,경기도 하남시 미사강변한강로 155,준주거,10279,6165,B4/10,61317,,25551,,,,#DIV/0!,,분양,준공,2017-08-09,2017-10-24,,2019-12-19,,2023-07-24,031-796-1607,
하남시,미사강변스카이폴리스,37.5769986,127.1915126,경기도 하남시 망월동 834번지,경기도 하남시 미사강변한강로 135,준주거,38713,23221,B4/10,221539,,94393,,,,#DIV/0!,,분양,준공,2019-07-02,2019-10-01,,2022-01-28,,2023-07-24,031-794-9246,
하남시,미사동일넥서스,37.5504138,127.191141,경기도 하남시 풍산동 588-5,경기도 하남시 미사강변중앙로31번길 30,준주거,3551,2129,B4/10,20259,,8682,,,,#DIV/0!,,분양,준공,2019-07-22,2020-02-06,,2022-03-28,,2023-07-24,031-796-6950,
하남시,미사센텀비즈,37.550595,127.1841054,경기도 하남시 풍산동 493번지,경기도 하남시 조정대로 45,준주거,16128,9672,B5/10,103457,,33571,,,,#DIV/0!,,분양,준공,2015-07-17,2015-09-02,,2018-01-23,,2023-07-24,031-5175-3111,
하남시,미사에코큐브,37.5525146,127.1843721,경기도 하남시 풍산동 490-1번지,경기도 하남시 미사강변서로 22,준주거,3402,2032,B4/10,19140,,8177,,,,#DIV/0!,,분양,준공,2017-11-15,2017-12-08,,2019-11-29,,2023-07-24,031-5175-5114,
하남시,미사테스타타워,37.5526624,127.1823168,경기도 하남시 풍산동 489번지,경기도 하남시 미사강변서로 25,준주거,19486,11682,B4/10,122754,,42400,,,,#DIV/0!,,분양,준공,2016-11-18,2016-12-13,,2019-05-23,,2023-07-24,031-5175-6000,
하남시,아이테코,37.5535505,127.1947679,경기도 하남시 덕풍동 762번지,경기도 하남시 조정대로 150,준주거,27017,16174,B4/10,170995,,26985,,,,#DIV/0!,,분양,준공,2008-10-13,2008-12-21,,2011-01-17,,2023-07-24,031-790-4113,
하남시,하남미사 희가로프리미어,37.5496767,127.1918605,경기도 하남시 풍산동 598번지,경기도 하남시 미사강변중앙로 31번길 15,준주거,2909,1743,B4/10,17009,,7177,,,,#DIV/0!,,분양,준공,2018-10-08,2018-12-03,,2021-03-05,,2023-07-24,031-796-6290,
하남시,하남미사유테크밸리,37.5493818,127.1908357,경기도 하남시 풍산동 595-1번지,경기도 하남시 미사강변중앙로7번안길 25,준주거,11027,6503,B4/10,62295,,26208,,,,#DIV/0!,,분양,준공,2018-11-01,2018-12-26,,2021-06-02,,2023-07-24,031-8027-6460,
하남시,하남테크로밸리U1 center,37.5458825,127.1936807,경기도 하남시 풍산동 618번지,경기도 하남시 하남대로 947,준주거,32578,19536,B2/15,219787,,50619,,,,#DIV/0!,,분양,준공,2016-11-24,2017-01-04,,2019-08-14,,2023-07-24,031-5180-1000,
하남시,하우스디 스마트밸리,37.5518171,127.1844754,경기도 하남시 풍산동 490-2번지,경기도 하남시 미사강변서로 16,준주거,7018,4209,B4/10,41427,,17488,,,,#DIV/0!,,분양,준공,2017-05-16,2017-08-18,,2019-07-04,,2023-07-24,031-5175-7114,
하남시,하우스디엘타워,37.5503432,127.1834061,경기도 하남시 풍산동 492번지,경기도 하남시 조정대로 35,준주거,7134,4279,B6/10,47645,,20062,,,,#DIV/0!,,분양,준공,2016-05-27,2016-08-24,,2018-08-03,,2023-07-24,031-5175-4114,
하남시,한강미사 아이에스비즈타워,37.5594355,127.2034929,경기도 하남시 덕풍동 831번지,경기도 하남시 미사대로 510,준주거,8290,4925,B4/10,46624,,19714,,,,#DIV/0!,,분양,준공,2017-11-23,2018-04-03,,2020-04-23,,2023-07-24,031-793-3670,
하남시,현대 테라타워 감일,37.5072828,127.1650625,경기도 하남시 감이동 474-1,경기도 하남시 신우실로 100,준주거,8160,4886,B4/8,51212,,6061,,,,#DIV/0!,,분양,준공,2020-05-01,2020-06-22,,2022-07-29,,2023-07-24,02-488-9236,
하남시,현대지식산업센터 한강미사,37.5567099,127.2064452,경기도 하남시 덕풍동 833-1번지,경기도 하남시 미사대로 550,준주거,16529,9903,B3/10,91874,,32023,,,,#DIV/0!,,분양,준공,2017-06-05,2017-07-17,,2019-09-20,,2023-07-24,031-8026-0900,
하남시,"현대지식산업센터 한강미사2차(A,B)",37.5576339,127.2055561,경기도 하남시 덕풍동 833번지,경기도 하남시 미사대로 540,준주거,11263,6755,B4/10,65288,,27726,,,,#DIV/0!,,분양,준공,2018-04-09,2018-05-23,,2021-01-06,,2023-07-24,031-5175-8000,
하남시,"현대지식산업센터 한강미사2차(C,D)",37.5588928,127.2041218,"경기도 하남시 덕풍동 831-1,2번지",경기도 하남시 미사대로 520,준주거,16889,10095,B4/10,100448,,37968,,,,#DIV/0!,,분양,준공,2018-04-09,2018-05-23,,2021-01-06,,2023-07-24,031-8018-4500,
하남시,현대클러스터 한강미사 3차,37.5749771,127.1937903,경기도 하남시 망월동 836,경기도 하남시 미사강변한강로 165,준주거,12064,7213,B3/10,64407,,27572,,,,#DIV/0!,,분양,준공,2019-07-04,2019-12-11,,2022-10-17,,2023-07-24,031-796-8900,
용인시,㈜용인테크노밸리,37.2914022,127.1480635,경기도 용인시 기흥구 청덕동 556,경기도 용인시 기흥구 구성로 357,준주거,24140,14244,B3/10,96794,,28069,,654,,0,1,분양+임대,준공,2015-01-06,,2017-01-26,2017-01-26,,2023-07-26,,
용인시,광교 우미 뉴브,37.3002422,127.0713376,경기도 용인시 수지구 상현동 1220,경기도 용인시 수지구 광교중앙로 338,준주거,21380,99999,B3/10,80992,,19007,,710,,0,1,분양+임대,준공,2016-10-12,,2019-11-26,2019-11-26,,2023-07-26,,
용인시,기흥 ICT 도시첨단산업단지 A동 지식산업센터,37.2800347,127.1193692,경기도 용인시 기흥구 구갈동 679,경기도 용인시 기흥구 기흥로 58-1,준주거,17212,5711,B6/29,85827,,12262,,422,,0,1,분양+임대,준공,2018-01-12,,2021-06-02,2021-06-02,,2023-07-26,,
용인시,기흥 ICT 도시첨단산업단지 B동 지식산업센터,37.2804547,127.1180994,경기도 용인시 기흥구 구갈동 681,경기도 용인시 수지구기흥로 58,준주거,12556,5076,B6/29,81779,,17972,,433,,0,1,분양+임대,준공,2018-01-12,,2021-06-02,2021-06-02,,2023-07-26,,
용인시,기흥 테라타워 현대엔지니어링,37.2313876,127.0720307,경기도 용인시 기흥구 농서동 452,경기도 용인시 기흥구 서천로201번길 11,준주거,27581,16531,B2/10,136513,,28828,,1069,,0,1,분양+임대,준공,2018-06-07,,2020-05-27,2020-05-27,,2023-07-26,,
용인시,넥스타테크놀로지(주),37.3283319,127.1367578,경기도 용인시 수지구 죽전동 1360-2,경기도 용인시 수지구 대지로 265,준주거,2835,1600,B2/5,7597,,682,,9,,0,1,분양+임대,준공,2018-10-30,,2020-07-17,2020-07-17,,2023-07-26,,
용인시,대우 프론티어밸리 1,37.2568353,127.1679121,경기도 용인시 기흥구 중동 1030,"경기도 용인시 기흥구 동백중앙로16번길 16-25 (중동, 대우프론티어밸리 Ⅰ)",준주거,10849,5977,B2/8,51674,,2392,,152,,0,1,분양+임대,준공,2008-10-23,,2011-04-04,2011-04-04,,2023-07-26,,
용인시,분당수지유타워,37.3382216,127.1016899,경기도 용인시 수지구 동천동 899,경기도 용인시 수지구 신수로 767,일반상업,16545,9411,B4/24,97473,,,,344,,0,1,분양+임대,준공,2013-01-11,,2016-05-27,2016-05-27,,2023-07-26,,
용인시,시그니처 광교지식산업센터,37.301708,127.0642217,경기도 용인시 수지구 상현동 1184,경기도 용인시 수지구 포은대로 59번길 37,준주거,15237,8949,B4/10,48158,,12637,,468,,0,1,분양+임대,준공,2020-07-21,,2023-03-17,2023-03-17,,2023-07-26,,
용인시,에이스 동백타워,37.2564843,127.1651029,경기도 용인시 기흥구 중동 1033,경기도 용인시 기흥구 동백중앙로16번길 16-4,준주거,13806,7978,B2/20,72259,,4094,,428,,0,1,분양+임대,준공,2010-04-01,,2013-11-04,2013-11-04,,2023-07-26,,
용인시,이너매스허브센터,37.2295756,127.0727511,경기도 용인시 기흥구 농서동 457,경기도 용인시 기흥구 서천로201번길 31,준주거,2957,1336,B2/10,10124,,3717,,320,,0,1,분양+임대,준공,2018-10-11,,2020-04-01,2020-04-01,,2023-07-26,,
용인시,이호 지식산업센터,37.2569462,127.1660308,경기도 용인시 기흥구 중동 1028,경기도 용인시 기흥구 동백중앙로16번길 16-9,준주거,3403,1967,B2/7,15735,,2194,,38,,0,1,분양+임대,준공,2008-10-23,,2010-07-30,2010-07-30,,2023-07-26,,
용인시,케이비죽전알앤디센터,37.328701,127.1354666,경기도 용인시 수지구 죽전동 1360,경기도 용인시 수지구 대지로 259-1,준주거,6264,3712,B2/4,18800,,,,11,,0,1,분양+임대,준공,2016-10-24,,2018-08-17,2018-08-17,,2023-07-26,,
용인시,프리미엄지식산업센터원희캐슬,37.2302479,127.0714194,경기도 용인시 기흥구 농서동 455,경기도 용인시 기흥구 서천로201번길 14,준주거,18929,11346,B1/10,54945,,18936,,692,,0,1,분양+임대,준공,2016-09-27,,2019-04-02,2019-04-02,,2023-07-26,,
용인시,흥덕 U-TOWER,37.2747646,127.080662,경기도 용인시 기흥구 영덕동 1029,"경기도 용인시 기흥구 흥덕중앙로 120, G2블럭 흥덕지구 도시지원시설내 (영덕동)",준주거,25486,11507,B4/34,97814,,39108,,573,,0,1,분양+임대,준공,2009-01-05,,2011-05-03,2011-05-03,,2023-07-26,,
용인시,흥덕IT밸리,37.2709194,127.0661586,경기도 용인시 기흥구 영덕동 1005,경기도 용인시 기흥구 흥덕1로 13,준주거,35992,10809,B3/40,113136,,39496,,871,,0,1,분양+임대,준공,2010-03-01,,2013-09-27,2013-09-27,,2023-07-26,,
용인시,힉스유타워 지식산업센터,37.2689041,127.090468,경기도 용인시 기흥구 영덕동 1315,경기도 용인시 기흥구 중부대로 184,준주거,13331,16015,B5/24,48513,,2893,,665,,0,1,분양+임대,준공,2016-10-26,,2019-11-01,2019-11-01,,2023-07-26,,
파주시,(주) 자바소프트,37.7074764,126.6876033,경기도 파주시 문발동 532-3,경기도 파주시 회동길 121 (문발동),준공업,1596.5,,,2545.9,,544,,10,,0,,,,2019-12-30,,,,,2023-07-20,,
파주시,(주)과학상자,37.7160997,126.6912859,경기도 파주시 서패동 471-4,경기도 파주시 회동길 325-6 (서패동),준공업,687.7,,,1254.61,,309,,8,,0,,,,2020-12-04,,,,,2023-07-20,,
파주시,(주)굿미디어,37.7233457,126.692346,경기도 파주시 문발동632-1,경기도 파주시 회동길 527,준공업,676.9,,,675.76,,253,,10,,0,,,,2019-12-20,2019-12-28,2021-11-29,2021-11-29,,2023-07-20,,
파주시,(주)두그루,37.7085646,126.6845797,경기도 파주시 문발동 520-9,경기도 파주시 광인사길17,준공업,1345.4,,,1404.84,,329,,10,,0,,,,2021-04-02,,,,,2023-07-20,,
파주시,(주)무카스,37.7220994,126.6934924,경기도 파주시 문발동 635-1,경기도 파주시 회동길 495,준공업,1389,,,3216,,1159,,8,,0,,,,2022-11-23,,,,,2023-07-20,,
파주시,(주)아시아,37.7204462,126.6941748,경기도 파주시 문발동 638-5,경기도 파주시 회동길 445,준공업,1349.4,,,1538.39,,345,,11,,0,,,,2019-05-21,,,,,2023-07-20,,
파주시,(주)에스엠디자인,37.7288389,126.6908031,경기도 파주시 신촌동 742-8,경기도 파주시 문발로403-2,준공업,1460.6,,,2005.98,,468,,34,,0,,,,2019-02-25,,,,,2023-07-20,,
파주시,(주)에스엠디자인2,37.7030164,126.6837017,경기도 파주시 문발동 535-4,경기도 파주시 직지길84,준공업,1343.2,,,1525.87,,359,,6,,0,,,,2020-09-17,,,,,2023-07-20,,
파주시,(주)에이치컴퍼니,37.7231326,126.6924898,경기도 파주시 문발동 632-4,경기도 파주시 회동길 521-1 (문발동),준공업,1020.8,,,2304.84,,504,,9,,0,,,,2019-05-10,,,,,2023-07-20,,
파주시,(주)영화사집,37.7229424,126.6936316,경기도 파주시 문발동 627-3,경기도 파주시 회동길508,준공업,990.7,,,2003.17,,500,,9,,0,,,,2021-04-19,,,,,2023-07-20,,
파주시,(주)오브제스퀘어,37.7172512,126.6915004,경기도 파주시 서패동 469,,준공업,3259.4,,,8949.27,,3376,,21,,0,,,건설중,2023-01-05,2021-03-16,,,,2023-07-20,,
파주시,(주)우리세움,37.7106938,126.6858354,경기도 파주시 문발동 516-2,경기도 파주시 광인사길68,준공업,1521.1,,,2454.24,,479,,19,,0,,,,2019-02-25,,,,,2023-07-20,,
파주시,(주)임창정(예스아이엠),37.7105627,126.6879696,경기도 파주시 문발동 513-10,경기도 파주시 회동길192,준공업,1651.9,,,2210.23,,522,,14,,0,,,,2019-02-25,,,,,2023-07-20,,
파주시,(주)정윤인터내셔날,37.7286133,126.6903186,경기도 파주시 신촌동 742-5,경기도 파주시 재두루미길68,준공업,679.9,,,935.83,,210,,9,,0,,,,2021-10-08,,,,,2023-07-20,,
파주시,(주)첨단,37.7172143,126.6923601,경기도 파주시 서패동 470-1,경기도 파주시 심학산로 10,준공업,966.2,,,2064.54,,393,,9,,0,,,,2019-02-25,,,,,2023-07-20,,
파주시,(주)플린키,37.7092665,126.6875655,경기도 파주시 문발동 513-14,경기도 파주시 회동길 160,준공업,2479,,,2753,,385,,6,,0,,,,2023-02-02,,,,,2023-07-20,,
파주시,(주)하다니,37.7060888,126.685707,경기도 파주시 문발동 529-3,경기도 파주시 회동길57-9,준공업,1019,,,1327,,213,,8,,0,,,,2021-07-14,,,,,2023-07-20,,
파주시,경인문화사,37.7205425,126.6939023,경기도 파주시 문발동 638-4,경기도 파주시 회동길 445-1,준공업,1679.3,,,3584.85,,822,,10,,0,,,,2019-05-09,,,,,2023-07-20,,
파주시,날마다,37.7229776,126.6930577,경기도 파주시 문발동 633-2,경기도 파주시 회동길 513 (문발동),준공업,700.8,,,1390.08,,315,,12,,0,,,,2020-03-25,,,,,2023-07-20,,
파주시,도서출판 혜지원,37.7212825,126.6933779,경기도 파주시 문발동 638,경기도 파주시 회동길445-4,준공업,992.3,,,2015.76,,459,,11,,0,,,,2019-07-03,,,,,2023-07-20,,
